Target_gene	Vulnerability_gene	Length_of_shortest_path	Number_of_shortest_paths	TVIS_score	DGIdb_interaction_score
PRKDC	CST1	3	1884	7.947509148570654e-06	8.12
PRKDC	PCGF6	2	5	1.8127135351923274e-05	8.12
PRKDC	SC5D	4	2467	1.9898880606571405e-07	8.12
PRKDC	RPL41	3	28	7.271490738540369e-08	8.12
PRKDC	NAT1	3	46	9.574513714864502e-07	8.12
PRKDC	HDAC2	1	1	0.0036363636363636364	8.12
PRKDC	SNX5	2	3	6.2833217729429554e-06	8.12
PRKDC	MT-CYB	3	475	1.4426224498879308e-06	8.12
PRKDC	SH3BP2	3	3391	1.2954479479384307e-05	8.12
PRKDC	OR4K17	3	1212	9.157559897045505e-07	8.12
PRKDC	SNRPB2	3	116	5.984462880709621e-07	8.12
PRKDC	FRMD6	2	17	6.229969821829088e-05	8.12
PRKDC	FIP1L1	3	989	6.694206660119378e-06	8.12
PRKDC	ACSM5	4	6928	4.1252809590352377e-07	8.12
PRKDC	USP39	3	116	5.984462880709621e-07	8.12
PRKDC	KCNJ8	3	4577	1.2932937993837305e-05	8.12
PRKDC	TREX1	3	761	4.50970468283939e-06	8.12
PRKDC	DCTN1	3	600	5.0216188808407795e-06	8.12
PRKDC	LILRA6	2	3	8.401287328030395e-06	8.12
PRKDC	NEDD4	2	24	5.206820999760306e-05	8.12
PRKDC	DHTKD1	3	68	1.2204349952551992e-06	8.12
PRKDC	TEAD1	2	17	6.229969821829088e-05	8.12
PRKDC	DHDDS	3	3	3.536920549191597e-07	8.12
PRKDC	TPCN1	3	3439	8.603808990429781e-06	8.12
PRKDC	NEU4	3	32	6.657307049978943e-07	8.12
PRKDC	MAGI1	2	22	2.4932612539021676e-05	8.12
PRKDC	CACNA1B	2	10	7.944016090097711e-06	8.12
PRKDC	PRKAB1	2	35	4.2657776166425526e-05	8.12
PRKDC	MT1F	3	170	2.32681970335654e-06	8.12
PRKDC	KISS1R	3	683	8.595698791264664e-07	8.12
PRKDC	F11	3	153	1.9458038435476154e-06	8.12
PRKDC	AMH	2	27	3.185419677740912e-05	8.12
PRKDC	MOGAT2	3	17	2.1797250020724162e-07	8.12
PRKDC	TNNC1	3	6146	9.130148952171991e-06	8.12
PRKDC	ASL	3	40	3.6681306642791013e-07	8.12
PRKDC	CCL3	2	4	3.931607453284272e-06	8.12
PRKDC	RALGDS	2	1	2.2474031256882673e-06	8.12
PRKDC	COL15A1	3	472	3.2157854391728506e-06	8.12
PRKDC	CRHR2	3	683	8.595698791264664e-07	8.12
PRKDC	OR5M1	3	1212	9.157559897045505e-07	8.12
PRKDC	OR5AS1	3	1212	9.157559897045505e-07	8.12
PRKDC	SLC8A1	2	4	2.0896133516273877e-06	8.12
PRKDC	LDHA	2	5	9.947416178700666e-06	8.12
PRKDC	CYP4F2	3	104	6.485015604470007e-07	8.12
PRKDC	NLK	2	33	4.720565970370414e-05	8.12
PRKDC	PIP5K1C	2	7	4.603811400760649e-06	8.12
PRKDC	MARVELD3	2	3	1.4111828620130248e-05	8.12
PRKDC	SUGT1	2	1	3.361367135241245e-06	8.12
PRKDC	RAB31	2	3	6.2833217729429554e-06	8.12
PRKDC	UBE2D3	2	19	8.462740601856583e-05	8.12
PRKDC	STEAP2	3	170	2.32681970335654e-06	8.12
PRKDC	OCLN	2	3	6.911071494315986e-06	8.12
PRKDC	GALNT9	3	12	1.424631706321847e-06	8.12
PRKDC	MAP3K11	2	9	1.950193762815711e-05	8.12
PRKDC	SCARB1	3	4014	4.921827316676938e-06	8.12
PRKDC	KCNJ14	2	2	4.404916637041096e-06	8.12
PRKDC	PLCD4	2	9	1.8701053921742728e-05	8.12
PRKDC	ADH7	3	423	1.6338060879595967e-06	8.12
PRKDC	GNAI1	2	39	3.670983493644768e-05	8.12
PRKDC	TAS2R41	3	600	2.7663543052077107e-06	8.12
PRKDC	AFDN	2	8	7.968215560759954e-06	8.12
PRKDC	FCAR	3	993	4.705389807941489e-06	8.12
PRKDC	RPS16	3	28	7.271490738540369e-08	8.12
PRKDC	PTCH2	2	4	3.952971363759631e-05	8.12
PRKDC	NPLOC4	2	3	1.2398742241998359e-05	8.12
PRKDC	CST2	3	1884	7.947509148570654e-06	8.12
PRKDC	ACVR2A	2	18	3.4064967014016325e-05	8.12
PRKDC	NPBWR1	3	683	8.595698791264664e-07	8.12
PRKDC	CYP21A2	3	2523	6.307651108691321e-06	8.12
PRKDC	EXOSC4	3	50	7.018458454397713e-07	8.12
PRKDC	PLD1	2	7	4.2487777871982445e-06	8.12
PRKDC	CERS3	2	1	3.113712791132146e-06	8.12
PRKDC	CLDN5	2	3	6.911071494315986e-06	8.12
PRKDC	CARD18	2	1	3.361367135241245e-06	8.12
PRKDC	INS	2	75	6.602662850615373e-05	8.12
PRKDC	RGL2	2	1	3.871077630590804e-06	8.12
PRKDC	MASP1	3	153	1.9458038435476154e-06	8.12
PRKDC	GBA3	3	211	3.839248295243946e-06	8.12
PRKDC	RAET1L	3	3391	1.2954479479384307e-05	8.12
PRKDC	CES2	3	46	9.698858048823781e-07	8.12
PRKDC	GNG3	2	25	1.7660525075691985e-05	8.12
PRKDC	NMUR1	3	683	8.595698791264664e-07	8.12
PRKDC	TLR6	3	3912	7.227335316450487e-06	8.12
PRKDC	ZIC3	2	5	1.8127135351923274e-05	8.12
PRKDC	PGM2L1	3	211	3.839248295243946e-06	8.12
PRKDC	NFKB2	2	10	1.53005185623278e-05	8.12
PRKDC	CDH2	3	703	4.317180558209744e-06	8.12
PRKDC	VWF	2	21	2.2611060844741362e-05	8.12
PRKDC	NPPC	3	5151	1.0288090200346563e-05	8.12
PRKDC	PNLIPRP2	3	1232	2.818541492830306e-06	8.12
PRKDC	THOC3	3	318	7.220189563318326e-07	8.12
PRKDC	PRKCB	2	30	1.199556739020853e-05	8.12
PRKDC	ESRRB	2	5	1.8127135351923274e-05	8.12
PRKDC	RGS2	2	2	1.3913733688857355e-06	8.12
PRKDC	CFHR5	3	153	1.9458038435476154e-06	8.12
PRKDC	TBPL2	2	2	0.00011745360582569885	8.12
PRKDC	POLA2	2	8	0.0008434689744387369	8.12
PRKDC	TAF9	2	2	0.00011745360582569885	8.12
PRKDC	OR7D2	3	1212	9.157559897045505e-07	8.12
PRKDC	OR52E8	3	1212	9.157559897045505e-07	8.12
PRKDC	TXNRD3	4	1472	2.4793898309810944e-07	8.12
PRKDC	TCL1A	2	21	3.9114536288891664e-05	8.12
PRKDC	DLST	3	165	1.460706748169892e-06	8.12
PRKDC	CACYBP	2	13	4.297793146627028e-05	8.12
PRKDC	GUK1	3	622	2.67779324866611e-06	8.12
PRKDC	GPX4	2	1	4.843553230650005e-06	8.12
PRKDC	PSMA8	3	28	1.0639409682017525e-06	8.12
PRKDC	CGAS	3	761	4.50970468283939e-06	8.12
PRKDC	STAMBP	2	3	6.2833217729429554e-06	8.12
PRKDC	F2R	2	23	1.2612506338082933e-05	8.12
PRKDC	YWHAG	1	1	0.0015503875968992248	8.12
PRKDC	CHMP4B	2	3	3.933071644132231e-06	8.12
PRKDC	IP6K2	3	1703	6.792524482383489e-06	8.12
PRKDC	PTPRR	2	9	1.950193762815711e-05	8.12
PRKDC	MAN2A2	3	39	1.1361919278545422e-06	8.12
PRKDC	AP2A2	2	3	4.391185102681723e-06	8.12
PRKDC	COL17A1	3	472	3.2157854391728506e-06	8.12
PRKDC	EDARADD	2	2	1.6500391361760813e-05	8.12
PRKDC	TBXAS1	3	3496	7.525500679046908e-06	8.12
PRKDC	ATP6V1B1	2	2	3.1801153426495784e-06	8.12
PRKDC	TBC1D4	2	9	5.738186630688581e-05	8.12
PRKDC	CYP11A1	3	2937	6.53745627386692e-06	8.12
PRKDC	GRIK4	3	3281	3.219234338714558e-06	8.12
PRKDC	HSPD1	3	50	7.018458454397713e-07	8.12
PRKDC	CALHM1	3	600	2.7663543052077107e-06	8.12
PRKDC	OR2T10	3	1212	9.157559897045505e-07	8.12
PRKDC	NDUFA6	3	2619	4.044616559694588e-06	8.12
PRKDC	SPTLC1	2	1	3.113712791132146e-06	8.12
PRKDC	RFC4	2	11	0.0004977642627831796	8.12
PRKDC	CACNG5	2	11	1.3156377012369304e-05	8.12
PRKDC	SSTR4	3	683	8.595698791264664e-07	8.12
PRKDC	LAMP1	3	1070	3.037918790539679e-06	8.12
PRKDC	E2F1	1	1	0.004166666666666667	8.12
PRKDC	SRGAP2	2	2	6.883342520474489e-06	8.12
PRKDC	OR13H1	3	1212	9.157559897045505e-07	8.12
PRKDC	PLPP1	3	3989	4.054831859915984e-06	8.12
PRKDC	RPS6	2	28	2.195990203039191e-05	8.12
PRKDC	IFNA2	2	26	1.6320211714207292e-05	8.12
PRKDC	SEC31A	2	3	1.2398742241998359e-05	8.12
PRKDC	MRPL17	3	28	7.271490738540369e-08	8.12
PRKDC	HBS1L	3	989	6.694206660119378e-06	8.12
PRKDC	TUBAL3	2	9	1.5034620288447312e-05	8.12
PRKDC	MVK	3	76	9.654574861272848e-07	8.12
PRKDC	DGKE	3	4600	5.5695335377545986e-06	8.12
PRKDC	GAB2	2	4	4.324483051899005e-06	8.12
PRKDC	NDUFA10	3	2619	4.044616559694588e-06	8.12
PRKDC	OR10H4	3	1212	9.157559897045505e-07	8.12
PRKDC	MT-ND4	3	2619	4.044616559694588e-06	8.12
PRKDC	MOSMO	2	4	3.952971363759631e-05	8.12
PRKDC	ZFYVE27	2	3	6.2833217729429554e-06	8.12
PRKDC	GRAP2	2	2	9.737059620391903e-06	8.12
PRKDC	U2AF1L4	3	116	5.984462880709621e-07	8.12
PRKDC	UBA6	2	19	0.00018079491285784524	8.12
PRKDC	DGAT1	3	24	1.5174898682133637e-07	8.12
PRKDC	USE1	4	16335	7.240598186435046e-07	8.12
PRKDC	SERPINA7	3	1565	7.905523840255666e-06	8.12
PRKDC	GSTK1	3	133	9.710847802810963e-07	8.12
PRKDC	DAGLA	3	3866	6.6504674967887545e-06	8.12
PRKDC	OR56B1	3	1212	9.157559897045505e-07	8.12
PRKDC	OR5T3	3	1212	9.157559897045505e-07	8.12
PRKDC	POLH	2	1	2.8447883477469277e-05	8.12
PRKDC	NBL1	2	17	0.00016581798419477317	8.12
PRKDC	NTF3	2	29	2.9686864225315995e-05	8.12
PRKDC	RASSF5	2	44	9.620324416996718e-05	8.12
PRKDC	ROCK1	2	26	1.7804265159991394e-05	8.12
PRKDC	FOXM1	2	43	0.0003111996344823499	8.12
PRKDC	RPS25	3	28	7.271490738540369e-08	8.12
PRKDC	CHRNB1	3	683	8.595698791264664e-07	8.12
PRKDC	NMB	3	683	8.595698791264664e-07	8.12
PRKDC	IDH3A	3	97	2.1901031409466376e-06	8.12
PRKDC	FANCC	2	1	2.8447883477469277e-05	8.12
PRKDC	XPC	2	4	0.00015589995324446758	8.12
PRKDC	TNFRSF19	2	3	5.117478834618998e-06	8.12
PRKDC	VTI1A	4	16335	7.240598186435046e-07	8.12
PRKDC	RPL27A	3	28	7.271490738540369e-08	8.12
PRKDC	EIF3I	3	202	7.219685907510985e-07	8.12
PRKDC	HLA-DQA1	2	5	1.3831954011436349e-05	8.12
PRKDC	PPP2R5A	2	55	8.98992815770304e-05	8.12
PRKDC	B4GALT5	4	276	5.649401594034909e-07	8.12
PRKDC	ANGPT1	2	32	2.778191489293029e-05	8.12
PRKDC	TAF6	2	2	0.00011745360582569885	8.12
PRKDC	RUNX1	2	7	1.702032723959737e-05	8.12
PRKDC	ITGAD	3	4144	8.15352279451132e-06	8.12
PRKDC	AMFR	2	3	1.2398742241998359e-05	8.12
PRKDC	ALG8	3	39	1.3255572491636333e-06	8.12
PRKDC	NT5C2	3	683	2.3517581803017377e-06	8.12
PRKDC	DHX38	3	116	5.984462880709621e-07	8.12
PRKDC	LCN2	2	2	1.6735944337754293e-05	8.12
PRKDC	CKM	3	44	4.638602315525878e-07	8.12
PRKDC	BEST2	3	1884	7.947509148570654e-06	8.12
PRKDC	ACOX2	3	325	1.9033939001330222e-06	8.12
PRKDC	ENO2	2	5	1.3638312679395033e-05	8.12
PRKDC	SSX2IP	2	4	3.1633878196586246e-05	8.12
PRKDC	TUBB2B	2	1	5.512314510616718e-06	8.12
PRKDC	SV2C	3	1405	1.0720637600660507e-05	8.12
PRKDC	TRPM8	3	3714	1.5085270552591626e-05	8.12
PRKDC	CDC34	2	19	0.00018079491285784524	8.12
PRKDC	CD59	2	1	2.6855731012998174e-05	8.12
PRKDC	RNA5S14	3	88	2.2764102017475212e-07	8.12
PRKDC	CNR2	3	683	8.595698791264664e-07	8.12
PRKDC	AKR7A3	4	20754	4.842716499427785e-07	8.12
PRKDC	GUCY2F	3	1265	3.837089573966029e-06	8.12
PRKDC	MT-ND1	3	2619	4.044616559694588e-06	8.12
PRKDC	WIPF1	2	3	6.2833217729429554e-06	8.12
PRKDC	HPRT1	3	622	1.7804476387407603e-06	8.12
PRKDC	CHST8	3	33	1.4462259798632506e-06	8.12
PRKDC	CNOT2	3	50	7.018458454397713e-07	8.12
PRKDC	TUBA4A	2	9	1.5034620288447312e-05	8.12
PRKDC	GTF2B	2	2	0.00011745360582569885	8.12
PRKDC	RAB22A	2	3	6.2833217729429554e-06	8.12
PRKDC	FADS2	3	358	2.0946101227382675e-06	8.12
PRKDC	AQP4	3	1094	4.203332009371892e-06	8.12
PRKDC	AKR1C4	3	6	2.669073951791505e-07	8.12
PRKDC	GALNTL5	3	12	1.424631706321847e-06	8.12
PRKDC	CBR1	3	107	2.751672540435442e-07	8.12
PRKDC	AGAP4	2	3	6.2833217729429554e-06	8.12
PRKDC	F5	3	153	1.9458038435476154e-06	8.12
PRKDC	PTTG1	1	1	0.004784688995215311	8.12
PRKDC	CUBN	3	1	5.3843847672739676e-08	8.12
PRKDC	PSMD6	3	28	1.0639409682017525e-06	8.12
PRKDC	OR6B1	3	1212	9.157559897045505e-07	8.12
PRKDC	RPS26	3	28	7.271490738540369e-08	8.12
PRKDC	COL1A2	2	21	2.2611060844741362e-05	8.12
PRKDC	DAG1	3	1405	1.0720637600660507e-05	8.12
PRKDC	MRPL23	3	28	7.271490738540369e-08	8.12
PRKDC	NR0B2	3	881	5.054356306451358e-06	8.12
PRKDC	GBP5	2	1	3.361367135241245e-06	8.12
PRKDC	SERPIND1	3	153	1.9458038435476154e-06	8.12
PRKDC	NUDT19	3	73	1.116510679018179e-06	8.12
PRKDC	SNAP23	3	3476	8.567457096468658e-06	8.12
PRKDC	SPDYE5	2	47	0.0004374524071538693	8.12
PRKDC	GNA15	3	3439	8.603808990429781e-06	8.12
PRKDC	UAP1	3	32	6.025329829802663e-07	8.12
PRKDC	LPCAT4	3	115	4.184065548374292e-07	8.12
PRKDC	MT-RNR1	3	88	2.2764102017475212e-07	8.12
PRKDC	PFKFB1	2	5	1.8984394779957842e-05	8.12
PRKDC	PIK3C3	2	4	5.598375877889419e-06	8.12
PRKDC	CRB1	2	17	6.475889683217078e-05	8.12
PRKDC	GDF1	2	3	5.117478834618998e-06	8.12
PRKDC	OR6A2	3	1212	9.157559897045505e-07	8.12
PRKDC	MTMR14	3	1730	6.258875042095242e-06	8.12
PRKDC	SPATA5	3	60	4.248525927830436e-07	8.12
PRKDC	LTC4S	3	104	6.485015604470007e-07	8.12
PRKDC	CLDN24	2	3	6.911071494315986e-06	8.12
PRKDC	ASS1	3	40	3.6681306642791013e-07	8.12
PRKDC	KMT5C	3	32	1.1034845203987997e-06	8.12
PRKDC	SEC61A1	2	3	6.295336618228268e-06	8.12
PRKDC	CCL4L1	2	6	6.358498537103005e-06	8.12
PRKDC	FMOD	2	17	0.00016581798419477317	8.12
PRKDC	PEX26	3	73	1.116510679018179e-06	8.12
PRKDC	MYL12A	2	7	6.835373796107622e-06	8.12
PRKDC	PSME1	3	881	7.706178943657227e-06	8.12
PRKDC	IDO1	3	36	9.6578469732907e-07	8.12
PRKDC	EME1	2	4	9.309612632465949e-05	8.12
PRKDC	AGPAT1	3	3566	4.918905934436733e-06	8.12
PRKDC	CD79A	2	1	4.62000462000462e-06	8.12
PRKDC	CCNA2	1	1	0.002570694087403599	8.12
PRKDC	OR5AN1	3	1212	9.157559897045505e-07	8.12
PRKDC	OR2B11	3	1212	9.157559897045505e-07	8.12
PRKDC	FGF3	2	29	2.427227892635899e-05	8.12
PRKDC	KIF22	2	29	0.0004560812371987122	8.12
PRKDC	GAL	3	683	8.595698791264664e-07	8.12
PRKDC	MEFV	2	1	3.361367135241245e-06	8.12
PRKDC	JUN	2	29	1.3485907198340469e-05	8.12
PRKDC	UQCRC1	3	475	1.4426224498879308e-06	8.12
PRKDC	DHRS3	3	7	6.646478429262061e-08	8.12
PRKDC	CACNG2	2	11	1.3156377012369304e-05	8.12
PRKDC	CCL25	2	4	4.165524601534595e-06	8.12
PRKDC	EREG	2	29	3.3794153671550605e-05	8.12
PRKDC	NLN	3	6	1.2485523137447022e-06	8.12
PRKDC	SOS1	2	42	2.3635049457975225e-05	8.12
PRKDC	MOS	2	47	0.00019497878718858168	8.12
PRKDC	MPZ	3	703	4.317180558209744e-06	8.12
PRKDC	NLRP3	2	1	2.0964624292968047e-06	8.12
PRKDC	HBEGF	2	5	1.3492289673132241e-05	8.12
PRKDC	KCNK9	3	2517	9.79669776741796e-06	8.12
PRKDC	P2RX1	3	6400	5.048236372471504e-06	8.12
PRKDC	MAF	3	2310	1.3975934955694736e-05	8.12
PRKDC	RAP2C	2	3	1.4111828620130248e-05	8.12
PRKDC	IFNA7	2	26	1.6320211714207292e-05	8.12
PRKDC	PPP2R2A	2	30	2.1955364707620446e-05	8.12
PRKDC	GSTO2	3	60	6.635943204927861e-07	8.12
PRKDC	IL18R1	2	3	3.909373751645283e-06	8.12
PRKDC	CARNMT1	3	2	4.2857185714328574e-08	8.12
PRKDC	TTF2	3	1565	7.905523840255666e-06	8.12
PRKDC	CLDN18	2	3	6.911071494315986e-06	8.12
PRKDC	GPX8	3	1720	4.071690384517664e-06	8.12
PRKDC	P2RY14	3	683	8.595698791264664e-07	8.12
PRKDC	NTRK2	2	29	2.9686864225315995e-05	8.12
PRKDC	CCNB3	1	1	0.002770083102493075	8.12
PRKDC	RPS24	3	28	7.271490738540369e-08	8.12
PRKDC	GRIA2	2	3	1.991953702215272e-06	8.12
PRKDC	ARRB1	2	16	7.668786594232388e-06	8.12
PRKDC	GSTT2B	3	60	6.635943204927861e-07	8.12
PRKDC	HCN2	2	2	4.813570417721641e-06	8.12
PRKDC	SMAD6	2	17	0.00016581798419477317	8.12
PRKDC	MAP1LC3C	2	1	1.1471573441013169e-05	8.12
PRKDC	MYH7	2	9	1.875329150252972e-05	8.12
PRKDC	SULT2B1	3	6	3.2673146651240844e-07	8.12
PRKDC	MRPS11	3	28	7.271490738540369e-08	8.12
PRKDC	CALML6	2	83	6.054849873373125e-05	8.12
PRKDC	DGKA	3	4600	5.5695335377545986e-06	8.12
PRKDC	NHEJ1	1	1	0.09090909090909091	8.12
PRKDC	UPF1	3	1191	3.1023642262781997e-06	8.12
PRKDC	PPP1R12B	2	5	4.663077181890727e-06	8.12
PRKDC	CTSG	3	774	8.559825137218028e-07	8.12
PRKDC	ONECUT1	2	5	1.8127135351923274e-05	8.12
PRKDC	GSTT2	3	60	6.635943204927861e-07	8.12
PRKDC	RBM17	3	116	5.984462880709621e-07	8.12
PRKDC	TNFRSF11B	2	3	3.7693961748600296e-06	8.12
PRKDC	FADS1	3	10	6.707721016492399e-07	8.12
PRKDC	DLL4	2	4	3.598759576486402e-05	8.12
PRKDC	CGNL1	2	3	1.4111828620130248e-05	8.12
PRKDC	PSMC5	3	28	1.0639409682017525e-06	8.12
PRKDC	RPS6KA4	2	9	1.5807977297475544e-05	8.12
PRKDC	GBP7	2	1	3.361367135241245e-06	8.12
PRKDC	PYCR1	3	44	4.638602315525878e-07	8.12
PRKDC	OR2Y1	3	1212	9.157559897045505e-07	8.12
PRKDC	MTTP	3	15	4.139817434811423e-07	8.12
PRKDC	RPL26L1	3	28	7.271490738540369e-08	8.12
PRKDC	FPR2	3	683	8.595698791264664e-07	8.12
